0	743.93
1	743.93
2	743.86
3	743.9
4	743.91
5	743.91
6	743.93
7	743.87
8	743.87
9	743.88
10	743.89
11	743.86
12	743.89
13	743.9
14	743.89
15	743.88
16	743.86
17	743.91
18	743.87
19	743.88
20	743.9
21	743.87
22	743.88
23	743.86
24	743.9
25	743.92
26	743.88
27	743.88
28	743.92
29	743.9
30	743.9
31	743.93
32	743.89
33	743.89
34	743.89
35	743.89
36	743.91
37	743.87
38	743.86
39	743.91
40	743.91
41	743.87
42	743.91
43	743.91
44	743.87
45	743.9
46	743.85
47	743.87
48	743.88
49	743.9
50	743.89
51	743.91
52	743.87
53	743.89
54	743.89
55	743.88
56	743.9
57	743.88
58	743.87
59	743.82
60	743.13
61	743.12
62	743.13
63	743.11
64	743.11
65	743.15
66	743.14
67	743.15
68	743.12
69	743.13
70	743.09
71	743.11
72	743.11
73	743.12
74	743.1
75	743.12
76	743.13
77	743.11
78	743.13
79	743.12
80	743.15
81	743.09
82	743.15
83	743.11
84	743.1
85	743.14
86	743.13
87	743.16
88	743.14
89	743.15
90	743.15
91	743.15
92	743.12
93	743.14
94	743.14
95	743.18
96	743.15
97	743.12
98	743.15
99	743.11
100	743.09
101	743.13
102	743.16
103	743.19
104	743.1
105	743.13
106	743.18
107	743.15
108	743.15
109	743.16
110	743.14
111	743.09
112	743.18
113	743.13
114	743.14
115	743.2
116	743.15
117	743.11
118	743.16
119	743.18
120	743.14
121	743.14
122	743.14
123	743.15
124	743.18
125	743.18
126	743.15
127	743.22
128	743.18
129	743.12
130	743.15
131	743.15
132	743.17
133	743.13
134	743.15
135	743.12
136	743.15
137	743.13
138	743.12
139	743.12
140	743.14
141	743.18
142	743.16
143	743.12
144	743.16
145	743.19
146	743.17
147	743.22
148	743.19
149	743.17
150	743.18
151	743.19
152	743.19
153	743.18
154	743.2
155	743.2
156	743.16
157	743.21
158	743.19
159	743.17
160	743.15
161	743.18
162	743.17
163	743.16
164	743.18
165	743.21
166	743.18
167	743.16
168	743.18
169	743.21
170	743.22
171	743.21
172	743.18
173	743.21
174	743.22
175	743.2
176	743.19
177	743.17
178	743.21
179	743.21
180	743.19
181	743.2
182	743.15
183	743.18
184	743.16
185	743.18
186	743.23
187	743.14
188	743.17
189	743.21
190	743.17
191	743.18
192	743.21
193	743.18
194	743.17
195	743.19
196	743.18
197	743.21
198	743.21
199	743.2
200	743.19
201	743.19
202	743.24
203	743.24
204	743.19
205	743.19
206	743.19
207	743.25
208	743.16
209	743.21
210	743.24
211	743.22
212	743.21
213	743.21
214	743.21
215	743.24
216	743.19
217	743.18
218	743.18
219	743.19
220	743.19
221	743.2
222	743.2
223	743.18
224	743.21
225	743.24
226	743.18
227	743.18
228	743.2
229	743.21
230	743.21
231	743.22
232	743.21
233	743.24
234	743.21
235	743.21
236	743.21
237	743.21
238	743.16
239	743.2
240	743.21
241	743.18
242	743.19
243	743.2
244	743.17
245	743.17
246	743.22
247	743.16
248	743.18
249	743.21
250	743.21
251	743.19
252	743.23
253	743.19
254	743.21
255	743.23
256	743.2
257	743.2
258	743.26
259	743.21
260	743.19
261	743.18
262	743.22
263	743.18
264	743.15
265	743.18
266	743.18
267	743.19
268	743.21
269	743.17
270	743.22
271	743.17
272	743.17
273	743.23
274	743.19
275	743.18
276	743.21
277	743.21
278	743.23
279	743.21
280	743.19
281	743.2
282	743.17
283	743.24
284	743.2
285	743.23
286	743.21
287	743.25
288	743.18
289	743.21
290	743.18
291	743.24
292	743.18
293	743.21
294	743.19
295	743.19
296	743.2
297	743.22
298	743.18
299	743.24
300	743.23
301	743.17
302	743.2
303	743.19
304	743.18
305	743.22
306	743.21
307	743.21
308	743.16
309	743.2
310	743.24
311	743.21
312	743.21
313	743.22
314	743.22
315	743.23
316	743.2
317	743.18
318	743.18
319	743.21
320	743.22
321	743.23
322	743.2
323	743.21
324	743.18
325	743.15
326	743.24
327	743.24
328	743.21
329	743.2
330	743.22
331	743.21
332	743.21
333	743.25
334	743.24
335	743.24
336	743.21
337	743.21
338	743.17
339	743.18
340	743.2
341	743.17
342	743.27
343	743.26
344	743.16
345	743.21
346	743.24
347	743.2
348	743.18
349	743.19
350	743.19
351	743.16
352	743.2
353	743.17
354	743.17
355	743.21
356	743.21
357	743.16
358	743.23
359	743.19
360	743.24
361	743.18
362	743.21
363	743.23
364	743.21
365	743.19
366	743.24
367	743.22
368	743.23
369	743.24
370	743.24
371	743.23
372	743.27
373	743.24
374	743.18
375	743.21
376	743.25
377	743.27
378	743.24
379	743.21
380	743.22
381	743.23
382	743.21
383	743.23
384	743.23
385	743.28
386	743.24
387	743.26
388	743.2
389	743.21
390	743.22
391	743.26
392	743.27
393	743.24
394	743.27
395	743.21
396	743.24
397	743.24
398	743.24
399	743.25
400	743.27
401	743.25
402	743.3
403	743.26
404	743.27
405	743.22
406	743.21
407	743.24
408	743.21
409	743.25
410	743.27
411	743.24
412	743.21
413	743.21
414	743.24
415	743.27
416	743.24
417	743.2
418	743.22
419	743.28
420	743.24
421	743.22
422	743.28
423	743.27
424	743.29
425	743.29
426	743.24
427	743.21
428	743.28
429	743.23
430	743.27
431	743.24
432	743.3
433	743.21
434	743.27
435	743.28
436	743.3
437	743.26
438	743.25
439	743.21
440	743.24
441	743.27
442	743.3
443	743.23
444	743.26
445	743.24
446	743.22
447	743.23
448	743.22
449	743.23
450	743.24
451	743.27
452	743.27
453	743.24
454	743.28
455	743.3
456	743.3
457	743.27
458	743.24
459	743.24
460	743.27
461	743.27
462	743.22
463	743.25
464	743.25
465	743.21
466	743.27
467	743.27
468	743.29
469	743.27
470	743.29
471	743.27
472	743.27
473	743.26
474	743.26
475	743.24
476	743.27
477	743.3
478	743.26
479	743.24
480	743.23
481	743.28
482	743.22
483	743.24
484	743.26
485	743.27
486	743.23
487	743.31
488	743.24
489	743.19
490	743.26
491	743.24
492	743.3
493	743.26
494	743.21
495	743.24
496	743.21
497	743.27
498	743.27
499	743.26
500	743.25
501	743.26
502	743.25
503	743.27
504	743.25
505	743.25
506	743.27
507	743.25
508	743.3
509	743.25
510	743.24
511	743.27
512	743.21
513	743.22
514	743.24
515	743.25
516	743.23
517	743.22
518	743.19
519	743.2
520	743.27
521	743.18
522	743.22
523	743.24
524	743.24
525	743.24
526	743.24
527	743.24
528	743.22
529	743.24
530	743.25
531	743.26
532	743.2
533	743.21
534	743.21
535	743.26
536	743.24
537	743.24
538	743.24
539	743.25
540	743.25
541	743.21
542	743.27
543	743.27
544	743.28
545	743.25
546	743.24
547	743.24
548	743.28
549	743.28
550	743.29
551	743.25
552	743.25
553	743.3
554	743.26
555	743.27
556	743.27
557	743.27
558	743.26
559	743.26
560	743.22
561	743.26
562	743.25
563	743.3
564	743.18
565	743.27
566	743.22
567	743.25
568	743.2
569	743.25
570	743.24
571	743.23
572	743.21
573	743.24
574	743.24
575	743.24
576	743.26
577	743.29
578	743.25
579	743.27
580	743.22
581	743.23
582	743.27
583	743.27
584	743.22
585	743.24
586	743.24
587	743.24
588	743.26
589	743.27
590	743.28
591	743.27
592	743.26
593	743.29
594	743.24
595	743.27
596	743.28
597	743.24
598	743.3
599	743.24
600	743.32
601	743.24
602	743.24
603	743.27
604	743.28
605	743.24
606	743.26
607	743.29
608	743.27
609	743.29
610	743.28
611	743.26
612	743.29
613	743.27
614	743.26
615	743.25
616	743.26
617	743.27
618	743.24
619	743.29
620	743.27
621	743.24
622	743.26
623	743.29
624	743.31
625	743.2
626	743.23
627	743.25
628	743.3
629	743.23
630	743.24
631	743.28
632	743.3
633	743.24
634	743.25
635	743.27
636	743.27
637	743.29
638	743.28
639	743.27
640	743.21
641	743.27
642	743.3
643	743.27
644	743.24
645	743.22
646	743.27
647	743.31
648	743.23
649	743.3
650	743.29
651	743.26
